timestamp,webstorm,goland,idea
2019-03-18T00:00:14+03:00,,,20
2019-03-21T17:25:17+00:00,,,24
2019-03-22T01:17:26+00:00,,,30
2019-03-22T07:35:37+00:00,,,25
2019-03-26T06:07:31+00:00,,,28
2019-03-27T22:58:50+00:00,,,23
2019-03-28T12:04:49+00:00,,,27
2019-03-29T19:22:39+00:00,,,26
2019-04-01T20:47:40+00:00,,,26
2019-04-02T10:19:13+00:00,,,23
2019-04-02T15:18:00+00:00,,,24
2019-04-02T20:14:02+00:00,,,28
2019-04-02T21:52:04+00:00,,,21
2019-04-03T05:06:43+00:00,,,26
2019-04-03T14:49:07+03:00,,,30
2019-04-03T19:58:09+00:00,,,28
2019-04-04T06:16:32+00:00,,,24
2019-04-05T07:30:14+00:00,,,28
2019-04-05T13:41:51+00:00,,,30
2019-04-05T14:01:59+03:00,,,21
2019-04-05T17:29:54+00:00,,,27
2019-04-06T20:16:19+00:00,,,27
2019-04-07T09:56:35+00:00,,,26
2019-04-07T22:37:00+00:00,,,20
2019-04-07T22:59:54+00:00,,,22
2019-04-08T16:55:54+00:00,,,29
2019-04-09T05:38:02+00:00,,,30
2019-04-10T12:26:55+00:00,,,26
2019-04-10T18:52:25+00:00,,,26
2019-04-10T22:18:02+00:00,,,22
2019-04-11T01:05:45+00:00,,,28
2019-04-11T12:33:58+00:00,,,29
2019-04-11T12:57:09+00:00,,,23
2019-04-11T21:36:01+00:00,,,29
2019-04-12T09:52:14+00:00,,,22
2019-04-12T14:49:10+00:00,,,24
2019-04-12T15:29:29+00:00,,,28
2019-04-12T19:43:00+00:00,,,27
2019-04-13T18:24:44+00:00,,,30
2019-04-14T08:56:15+03:00,,,21
2019-04-14T14:13:18+00:00,,,28
2019-04-14T21:01:46+00:00,,,29
2019-04-15T00:44:29+00:00,,,23
2019-04-15T04:23:13+00:00,,,20
2019-04-15T22:40:42+03:00,,,24
2019-04-16T05:04:30+00:00,,,23
2019-04-17T08:40:32+03:00,,,21
2019-04-17T16:25:12+00:00,,,23
2019-04-17T17:56:26+00:00,,,20
2019-04-18T06:23:52+00:00,,,26
2019-04-18T10:07:12+00:00,,,21
2019-04-18T14:49:07+00:00,,,26
2019-04-18T19:41:47+00:00,,,27
2019-04-19T13:15:46+00:00,,,26
2019-04-20T10:09:28+00:00,,,30
2019-04-20T12:34:29+00:00,,,25
2019-04-20T20:00:13+00:00,,,20
2019-04-21T00:34:29+00:00,,,26
2019-04-22T16:44:20+03:00,,,25
2019-04-24T13:23:38+00:00,,,24
2019-04-26T08:40:55+03:00,,,28
2019-04-27T03:17:45+00:00,,,21
2019-04-28T07:02:58+00:00,,,21
2019-04-29T02:33:43+00:00,,,22
2019-04-30T17:27:29+00:00,,,28
2019-05-01T22:53:31+00:00,,,24
2019-05-03T04:22:40+00:00,,,21
2019-05-03T09:23:08+00:00,,,30
2019-05-03T17:56:40+00:00,,,21
2019-05-04T20:13:15+00:00,,,28
2019-05-07T12:28:52+00:00,,,22
2019-05-08T03:49:37+00:00,,,26
2019-05-08T18:58:06+00:00,,,29
2019-05-10T21:02:28+00:00,,,26
2019-05-12T11:43:55+00:00,,,27
2019-05-13T05:27:08+00:00,,,30
2019-05-13T11:08:50+00:00,,,29
2019-05-13T14:07:26+03:00,,,20
2019-05-14T00:48:28+03:00,,,22
2019-05-15T21:37:34+00:00,,,22
2019-05-16T06:59:25+00:00,,,26
2019-05-16T10:27:19+00:00,,,28
2019-05-17T23:24:02+00:00,,,30
2019-05-19T04:55:09+00:00,21,,21
2019-05-19T15:30:35+00:00,17,,29
2019-05-20T13:15:03+00:00,24,,21
2019-05-21T16:52:01+00:00,20,,23
2019-05-21T18:55:41+00:00,20,,23
2019-05-22T06:09:48+00:00,14,,27
2019-05-23T03:59:46+00:00,15,,29
2019-05-23T08:00:05+00:00,22,,25
2019-05-23T09:16:46+00:00,19,,25
2019-05-24T14:20:44+00:00,12,,30
2019-05-25T19:26:49+00:00,15,,30
2019-05-26T01:25:07+00:00,17,,22
2019-05-27T17:33:44+00:00,12,,26
2019-05-29T20:02:15+00:00,24,,29
2019-05-30T03:48:51+00:00,22,,22
2019-05-30T05:46:56+00:00,19,,28
2019-05-30T19:37:44+00:00,21,,null
2019-05-30T22:23:45+00:00,21,,25
2019-05-31T06:51:10+00:00,17,,25
2019-05-31T13:42:01+00:00,16,,24
2019-06-01T13:43:41+00:00,20,,27
2019-06-01T21:55:07+00:00,23,,28
2019-06-03T20:40:40+00:00,13,,27
2019-06-04T15:32:07+00:00,null,,21
2019-06-05T02:24:43+03:00,24,,20
2019-06-05T16:17:59+00:00,12,,22
2019-06-06T19:20:49+00:00,13,,23
2019-06-06T22:27:18+00:00,19,,30
2019-06-07T06:42:07+00:00,13,,26
2019-06-07T13:56:51+00:00,22,,27
2019-06-07T23:37:21+00:00,21,,22
2019-06-07T23:47:17+00:00,24,,28
2019-06-08T04:06:29+00:00,18,,26
2019-06-08T04:23:50+00:00,20,,29
2019-06-09T16:18:04+00:00,17,,26
2019-06-09T16:35:40+00:00,17,,21
2019-06-10T14:05:36+00:00,17,,25
2019-06-11T00:42:16+00:00,24,,28
2019-06-12T07:03:25+00:00,16,,29
2019-06-13T06:23:08+00:00,13,,21
2019-06-13T22:56:47+00:00,22,,25
2019-06-14T23:52:24+00:00,15,,25
2019-06-15T06:41:40+00:00,15,,28
2019-06-16T09:55:14+00:00,,,30
2019-06-17T01:06:01+00:00,18,,30
2019-06-18T06:24:21+00:00,12,,26
2019-06-19T14:10:26+00:00,17,,22
2019-06-20T08:51:59+03:00,13,,28
2019-06-20T15:16:22+03:00,15,,28
2019-06-20T23:42:55+00:00,17,,24
2019-06-21T20:06:58+00:00,23,,27
2019-06-22T03:08:18+00:00,22,,26
2019-06-22T10:02:56+00:00,16,,20
2019-06-22T15:24:46+00:00,19,,25
2019-06-23T06:22:18+00:00,23,,28
2019-06-24T10:37:26+00:00,21,,20
2019-06-24T11:41:37+03:00,15,,20
2019-06-24T15:29:09+00:00,15,,29
2019-06-24T19:41:19+00:00,24,,26
2019-06-25T05:08:06+00:00,14,,null
2019-06-26T11:43:12+00:00,23,,21
2019-06-27T04:43:09+00:00,15,,
2019-06-27T09:09:55+00:00,12,,null
2019-06-27T14:36:44+00:00,17,,26
2019-06-28T05:20:53+00:00,21,,21
2019-06-29T07:19:22+00:00,17,,26
2019-06-30T11:47:22+00:00,13,,20
2019-07-02T06:17:00+00:00,14,,26
2019-07-03T13:59:39+00:00,17,,23
2019-07-04T19:15:14+00:00,17,,27
2019-07-05T06:13:44+00:00,20,,24
2019-07-06T02:41:28+00:00,,,30
2019-07-06T12:37:39+00:00,16,,29
2019-07-06T17:21:31+00:00,18,,26
2019-07-06T18:39:32+03:00,19,,20
2019-07-07T16:39:13+00:00,12,,21
2019-07-08T16:40:34+00:00,null,,30
2019-07-11T12:56:19+00:00,13,,22
2019-07-11T19:08:25+00:00,18,,30
2019-07-14T03:58:53+03:00,20,,25
2019-07-14T04:35:14+00:00,22,,25
2019-07-14T05:30:19+03:00,21,,23
2019-07-14T05:43:49+00:00,18,,27
2019-07-15T07:47:30+00:00,16,,27
2019-07-18T19:19:28+03:00,18,,29
2019-07-19T08:39:17+00:00,20,,22
2019-07-20T13:00:00+03:00,16,,29
2019-07-22T11:01:12+00:00,19,,20
2019-07-24T13:13:15+00:00,null,,23
2019-07-27T16:10:36+00:00,22,,27
2019-07-28T02:03:36+00:00,16,,21
2019-07-30T16:26:31+00:00,22,,22
2019-08-01T03:02:40+00:00,23,,23
2019-08-03T07:28:47+00:00,18,,23
2019-08-04T10:56:18+00:00,14,,27
2019-08-05T14:24:17+00:00,24,,23
2019-08-06T01:09:13+00:00,20,,28
2019-08-06T15:04:58+03:00,20,,28
2019-08-06T16:39:24+00:00,23,,26
2019-08-06T22:50:00+00:00,16,,23
2019-08-07T04:17:36+00:00,13,,29
2019-08-07T17:23:04+00:00,,,25
2019-08-07T17:27:37+00:00,14,,25
2019-08-07T20:56:05+00:00,17,,21
2019-08-08T07:27:05+00:00,21,,24
2019-08-10T06:02:44+00:00,12,,29
2019-08-10T07:45:54+00:00,17,,20
2019-08-11T07:42:23+00:00,18,,23
2019-08-11T15:32:53+00:00,20,,29
2019-08-11T20:00:59+00:00,18,,24
2019-08-11T21:24:32+00:00,15,,22
2019-08-12T09:23:28+00:00,17,,28
2019-08-12T09:48:22+00:00,16,,29
2019-08-13T03:01:18+00:00,19,,30
2019-08-14T04:37:24+00:00,23,,24
2019-08-16T01:18:37+00:00,22,,22
2019-08-16T19:59:37+00:00,22,,26
2019-08-16T22:05:23+00:00,22,,24
2019-08-18T19:09:53+00:00,18,,24
2019-08-19T05:23:19+00:00,22,,23
2019-08-21T03:04:42+00:00,14,,27
2019-08-21T15:17:32+00:00,23,,28
2019-08-21T19:21:13+00:00,20,,null
2019-08-21T23:17:58+00:00,14,,23
2019-08-23T07:22:12+03:00,23,,25
2019-08-25T23:46:03+00:00,15,,23
2019-08-29T19:20:38+00:00,13,,29
2019-08-29T20:53:15+00:00,20,,28
2019-08-30T21:52:08+00:00,14,,29
2019-08-31T03:40:06+00:00,20,,26
2019-08-31T08:45:23+00:00,13,,24
2019-09-01T02:43:13+00:00,14,,20
2019-09-02T20:21:03+03:00,21,,30
2019-09-03T05:24:51+00:00,13,,23
2019-09-03T13:38:45+00:00,15,,null
2019-09-03T14:21:26+00:00,16,,22
2019-09-04T19:01:12+00:00,22,,30
2019-09-05T00:35:59+00:00,16,,22
2019-09-06T10:52:16+00:00,18,,22
2019-09-08T20:27:41+00:00,20,,28
2019-09-09T16:37:14+00:00,,,23
2019-09-10T00:51:52+00:00,14,,28
2019-09-12T07:05:57+00:00,17,,null
2019-09-12T21:24:52+00:00,19,,23
2019-09-13T04:44:12+00:00,15,,22
2019-09-14T02:38:03+03:00,15,,25
2019-09-14T18:02:51+00:00,20,,
2019-09-14T18:56:52+00:00,22,,28
2019-09-14T19:01:23+00:00,13,,29
2019-09-15T08:49:28+00:00,13,,28
2019-09-16T15:56:43+00:00,16,,22
2019-09-17T21:55:45+03:00,20,,26
2019-09-18T00:33:38+00:00,23,,27
2019-09-19T19:52:50+00:00,23,11,20
2019-09-21T12:26:11+00:00,13,11,28
2019-09-22T12:55:37+00:00,14,9,26
2019-09-24T09:55:58+00:00,17,7,25
2019-09-25T05:54:51+00:00,16,12,24
2019-09-25T09:10:35+00:00,19,13,30
2019-09-25T15:41:34+00:00,null,15,25
2019-09-25T23:21:59+00:00,16,13,29
2019-09-26T02:24:43+00:00,23,13,24
2019-09-26T19:20:31+00:00,12,null,
2019-09-27T08:01:29+00:00,20,7,27
2019-09-28T04:16:26+00:00,23,12,null
2019-09-28T10:20:40+00:00,,7,25
2019-09-28T14:32:40+00:00,20,9,23
2019-10-01T04:13:43+03:00,18,6,29
2019-10-01T06:00:50+00:00,17,9,20
2019-10-01T10:56:50+00:00,22,11,28
2019-10-01T18:59:57+00:00,17,8,20
2019-10-02T15:51:14+00:00,19,,27
2019-10-03T17:23:49+03:00,20,9,22
2019-10-04T07:16:07+00:00,24,8,23
2019-10-06T20:14:21+00:00,20,7,20
2019-10-07T04:30:40+00:00,,11,21
2019-10-08T19:46:13+00:00,23,11,27
2019-10-09T11:37:48+00:00,19,5,26
2019-10-10T08:35:47+00:00,13,6,26
2019-10-13T03:08:06+00:00,23,11,26
2019-10-13T19:33:53+00:00,17,12,null
2019-10-14T20:01:39+00:00,12,5,23
2019-10-14T21:06:11+00:00,19,12,23
2019-10-15T04:32:29+00:00,22,7,28
2019-10-15T19:03:25+00:00,21,10,30
2019-10-15T23:30:08+00:00,17,5,28
2019-10-17T09:15:23+00:00,15,7,23
2019-10-18T16:21:19+00:00,24,15,30
2019-10-19T02:10:18+03:00,,10,20
2019-10-19T04:55:40+00:00,13,14,27
2019-10-20T18:13:33+00:00,13,6,25
2019-10-21T03:13:59+00:00,null,12,22
2019-10-21T06:59:38+00:00,24,5,26
2019-10-21T11:06:12+00:00,18,14,24
2019-10-21T12:46:21+00:00,12,8,27
2019-10-22T12:31:26+00:00,23,9,22
2019-10-23T02:05:48+00:00,15,null,27
2019-10-24T21:20:03+00:00,14,11,21
2019-10-25T14:42:25+00:00,20,12,26
2019-10-25T16:30:30+00:00,20,5,23
2019-10-26T10:46:15+00:00,18,null,23
2019-10-27T14:38:29+00:00,12,11,23
2019-10-28T21:22:44+00:00,15,12,25
2019-10-29T12:00:33+00:00,23,8,20
2019-10-30T12:33:39+00:00,18,6,30
2019-10-31T00:30:58+00:00,23,5,22
2019-10-31T02:26:42+00:00,19,10,27
2019-10-31T18:50:11+00:00,16,8,24
2019-10-31T20:16:21+00:00,16,10,23
2019-11-01T10:31:25+00:00,13,14,26
2019-11-02T09:34:33+00:00,16,14,29
2019-11-02T17:48:58+00:00,16,12,20
2019-11-03T04:58:07+00:00,15,8,20
2019-11-03T10:47:55+03:00,23,9,25
2019-11-04T14:22:49+00:00,12,6,29
2019-11-05T15:39:16+00:00,22,15,23
2019-11-05T23:00:15+00:00,13,5,28
2019-11-06T14:00:19+00:00,16,11,21
2019-11-06T23:23:12+00:00,22,14,29
2019-11-07T19:40:05+00:00,22,7,22
2019-11-09T01:36:47+00:00,20,11,20
2019-11-09T09:51:45+00:00,16,14,30
2019-11-09T13:05:15+03:00,15,9,27
2019-11-09T13:27:39+00:00,20,10,29
2019-11-11T19:38:13+00:00,22,13,21
2019-11-12T05:46:15+00:00,16,9,27
2019-11-12T12:15:32+00:00,22,12,21
2019-11-12T22:15:35+00:00,,11,26
2019-11-12T23:44:26+00:00,21,10,
2019-11-14T20:24:18+00:00,21,15,29
2019-11-15T00:18:25+00:00,13,8,24
2019-11-16T19:33:28+03:00,,8,27
2019-11-17T23:56:13+00:00,15,12,28
2019-11-18T04:50:46+00:00,13,15,29
2019-11-18T11:21:38+00:00,13,14,null
2019-11-18T17:48:56+00:00,24,15,20
2019-11-18T19:35:20+00:00,24,10,25
2019-11-20T10:29:20+00:00,20,14,23
2019-11-21T09:24:21+03:00,14,9,29
2019-11-22T11:55:45+00:00,17,8,25
2019-11-22T12:29:02+00:00,22,null,22
2019-11-22T23:59:06+00:00,20,9,26
2019-11-23T12:35:03+00:00,21,15,20
2019-11-24T12:19:08+00:00,13,6,30
2019-11-25T16:01:02+00:00,24,6,29
2019-11-27T06:28:31+00:00,18,10,29
2019-11-28T10:37:29+00:00,14,5,28
2019-11-28T20:30:39+03:00,13,14,25
2019-11-28T21:47:42+03:00,12,11,22
2019-11-30T02:54:02+00:00,18,14,23
2019-12-01T02:30:11+00:00,15,15,26
2019-12-02T22:17:23+00:00,13,6,20
2019-12-03T02:28:50+00:00,22,13,21
2019-12-04T19:02:30+00:00,13,7,23
2019-12-05T18:18:19+00:00,24,,30
2019-12-06T11:32:56+00:00,17,9,null
2019-12-06T16:49:45+00:00,21,5,20
2019-12-08T05:27:13+00:00,24,10,29
2019-12-08T09:32:02+03:00,17,12,25
2019-12-08T17:51:05+00:00,15,14,24
2019-12-08T18:47:57+00:00,13,11,30
2019-12-10T08:47:34+00:00,19,15,30
2019-12-10T11:23:54+00:00,14,9,24
2019-12-10T12:21:36+00:00,14,9,26
2019-12-10T13:30:46+00:00,21,6,26
2019-12-12T06:49:22+00:00,15,12,23
2019-12-13T21:05:17+00:00,16,14,26
2019-12-15T03:32:12+00:00,,14,30
2019-12-17T07:47:01+00:00,21,,30
2019-12-18T19:57:29+00:00,12,13,27
2019-12-19T11:57:18+00:00,24,7,23
2019-12-20T22:05:12+00:00,18,13,23
2019-12-21T16:32:57+00:00,22,null,21
2019-12-23T19:16:50+00:00,13,9,28
2019-12-24T04:48:24+00:00,19,7,20
2019-12-24T06:48:39+00:00,12,11,29
2019-12-24T19:18:38+03:00,13,13,26
2019-12-24T22:40:03+00:00,null,,27
2019-12-26T06:18:26+00:00,,13,30
2019-12-26T22:02:00+00:00,20,7,22
2019-12-26T22:53:04+00:00,22,9,22
2019-12-27T03:01:06+00:00,12,5,30
2019-12-27T10:05:04+00:00,23,6,28
2019-12-27T18:17:45+00:00,12,5,27
2019-12-27T21:56:09+00:00,16,14,29
2019-12-28T01:33:49+00:00,15,10,26
2019-12-28T15:18:54+00:00,20,8,24
2019-12-29T03:31:12+00:00,12,5,20
2019-12-29T08:03:34+00:00,21,13,25
2019-12-29T23:45:21+03:00,14,7,27
2019-12-30T05:19:38+00:00,17,11,30
2019-12-30T17:27:54+00:00,null,10,25
2019-12-30T18:14:17+00:00,15,9,25
2019-12-30T21:38:48+00:00,22,10,24
2019-12-31T12:11:09+03:00,20,12,25
2020-01-01T19:45:00+00:00,24,13,20
2020-01-03T02:46:55+00:00,16,5,21
2020-01-03T07:23:52+00:00,16,12,20
2020-01-03T09:10:16+03:00,16,7,20
2020-01-03T14:43:03+00:00,21,13,21
2020-01-05T23:01:25+00:00,21,8,25
2020-01-06T11:08:49+00:00,null,8,21
2020-01-08T12:42:06+00:00,15,9,21
2020-01-08T19:13:39+00:00,14,null,20
2020-01-08T21:08:20+00:00,18,15,26
2020-01-09T03:03:37+03:00,24,5,24
2020-01-10T02:36:20+00:00,20,5,29
2020-01-10T21:06:54+00:00,15,8,21
2020-01-11T08:35:18+00:00,19,10,20
2020-01-12T13:55:06+00:00,24,,23
2020-01-12T20:00:21+03:00,13,6,20
2020-01-13T07:31:02+00:00,,6,27
2020-01-14T13:44:29+00:00,18,6,21
2020-01-16T07:16:17+00:00,19,,26
2020-01-16T17:18:39+00:00,17,10,27
2020-01-16T22:20:01+00:00,14,5,26
2020-01-16T23:41:06+00:00,12,9,21
2020-01-17T14:10:36+00:00,14,12,26
2020-01-18T18:55:55+00:00,20,9,27
2020-01-19T05:50:40+00:00,23,11,21
2020-01-20T07:03:07+03:00,24,14,27
2020-01-22T21:07:38+00:00,16,6,28
2020-01-23T07:57:34+00:00,24,5,24
2020-01-24T09:11:03+00:00,20,10,28
2020-01-25T05:44:54+00:00,,10,26
2020-01-25T09:05:19+00:00,22,13,
2020-01-26T15:38:07+00:00,21,13,25
2020-01-27T22:36:37+00:00,12,8,30
2020-01-28T09:44:37+00:00,,10,20
2020-01-28T17:18:03+00:00,21,9,29
2020-01-29T06:43:43+00:00,24,6,20
2020-01-29T13:42:02+00:00,13,11,28
2020-01-29T17:42:18+00:00,22,12,27
2020-01-29T18:13:33+00:00,19,13,25
2020-01-31T20:20:51+00:00,20,8,20
2020-01-31T21:13:10+00:00,15,11,28
2020-02-01T02:49:19+00:00,16,12,20
2020-02-02T03:13:36+03:00,15,8,23
2020-02-02T06:21:00+00:00,14,12,29
2020-02-02T11:09:51+00:00,12,15,23
2020-02-02T13:14:52+00:00,13,6,22
2020-02-03T05:45:19+00:00,13,10,29
2020-02-04T12:43:30+00:00,13,8,20
2020-02-05T09:53:32+00:00,14,7,28
2020-02-06T20:01:55+00:00,19,9,27
2020-02-07T02:12:28+00:00,14,5,23
2020-02-08T19:22:54+00:00,22,13,21
2020-02-09T11:37:16+00:00,17,6,
2020-02-09T17:08:26+00:00,23,10,25
2020-02-10T05:20:22+00:00,20,6,27
2020-02-10T08:15:31+00:00,14,null,20
2020-02-10T17:13:45+00:00,19,6,23
2020-02-12T05:23:04+00:00,17,6,27
2020-02-12T10:00:43+00:00,15,10,29
2020-02-12T12:23:40+00:00,24,7,23
2020-02-13T16:52:44+00:00,22,8,27
2020-02-14T23:39:29+00:00,22,11,26
2020-02-15T01:49:28+00:00,16,14,24
2020-02-15T15:08:15+00:00,20,8,25
2020-02-15T20:38:28+00:00,23,12,30
2020-02-16T07:10:52+00:00,15,5,22
2020-02-19T05:21:03+00:00,13,6,20
2020-02-20T03:09:07+00:00,24,14,25
2020-02-20T10:06:39+00:00,14,,21
2020-02-20T17:56:13+00:00,22,null,26
2020-02-20T18:13:39+00:00,23,6,28
2020-02-22T05:13:03+00:00,24,5,23
2020-02-23T12:57:59+00:00,19,9,26
2020-02-24T19:59:55+03:00,14,12,23
2020-02-25T04:37:00+00:00,18,8,27
2020-02-26T02:57:45+00:00,null,9,29
2020-02-26T18:38:48+00:00,15,13,23
2020-02-27T15:05:46+00:00,18,7,30
2020-02-28T06:38:02+00:00,13,15,30
2020-02-29T16:44:54+00:00,21,10,30
2020-03-01T05:19:57+00:00,24,9,21
2020-03-01T19:31:46+00:00,24,13,23
2020-03-01T22:51:15+00:00,24,8,24
2020-03-02T16:34:17+00:00,24,13,23
2020-03-03T13:14:47+00:00,15,5,20
2020-03-04T01:29:40+00:00,16,12,22
2020-03-04T02:41:03+00:00,21,7,25
2020-03-04T05:17:51+00:00,17,8,27
2020-03-04T12:01:23+00:00,15,10,22
2020-03-05T00:29:25+00:00,19,5,27
2020-03-06T03:59:18+00:00,17,14,27
2020-03-06T08:14:23+00:00,21,,26
2020-03-06T12:09:18+00:00,24,15,24
2020-03-06T14:16:29+00:00,19,12,28
2020-03-07T12:08:23+00:00,null,null,29
2020-03-07T13:51:23+00:00,23,13,22
2020-03-07T20:54:58+00:00,16,11,28
2020-03-08T07:21:15+03:00,null,14,24
2020-03-08T13:16:04+00:00,13,13,28
2020-03-08T20:40:40+00:00,,12,28
2020-03-08T21:09:55+00:00,null,9,27
2020-03-09T09:48:34+00:00,21,5,25
2020-03-09T12:36:08+00:00,19,7,25
2020-03-09T16:51:13+00:00,20,5,20
2020-03-11T20:21:18+00:00,18,6,27
2020-03-13T06:07:06+00:00,22,8,23
2020-03-13T23:58:52+00:00,22,6,24
2020-03-14T07:36:04+00:00,16,13,27
2020-03-14T14:42:24+03:00,null,9,24
2020-03-14T21:11:18+00:00,19,8,null
2020-03-15T00:06:01+00:00,24,5,26
2020-03-15T03:42:16+00:00,21,11,25
2020-03-15T14:56:14+00:00,17,14,29
2020-03-15T17:04:41+00:00,15,8,22
2020-03-17T13:48:24+03:00,22,7,22
2020-03-17T21:43:58+03:00,17,15,22
2020-03-18T22:28:44+00:00,15,7,20
